Clip,Deviation,Maneuver,WeatherCondition,ParkingGarage,DrivingMode,ArtificialLight,DynamicObjects,DirectionChange,LightCondition,ParkingManeuver,Seasons,StaticObjects,Location,VID_START_FRAME,VID_START_ELV,VID_START_LAT,VID_START_LNG,VID_START_TSTMP,SCN_START_FRAME,SCN_START_ELV,SCN_START_LAT,SCN_START_LNG,SCN_START_TSTMP,VID_END_FRAME,VID_END_ELV,VID_END_LAT,VID_END_LNG,VID_END_TSTMP,SCN_END_FRAME,SCN_END_ELV,SCN_END_LAT,SCN_END_LNG,SCN_END_TSTMP
W005643_20221006_164101,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,56639.0,140.7088583353907,51.476876549164025,13.865806397518616,1.665074462242641e+18,56748.0,140.70739012397826,51.476876544831434,13.8658064060622,1.6650744649532298e+18,63911.0,140.44663733243942,51.477073463467725,13.865435614169618,1.665074664125063e+18,,,,,
W005643_20221006_165640,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,90479.0,140.43614657130092,51.47733403885876,13.865136975583,1.6650754023123592e+18,90479.0,140.43614657130092,51.47733403885876,13.865136975583,1.6650754023123592e+18,93033.0,140.60279261413962,51.47704541475727,13.865404870396974,1.665075473542391e+18,90657.0,140.4337832229212,51.477334043343504,13.865136959445271,1.665075407824012e+18
W005643_20221006_170136,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,101135.0,140.6238766927272,51.4774939590625,13.865566136997602,1.665075698263623e+18,101482.0,140.62206182,51.4774931781,13.8655655681,1.665075707429683e+18,103440.0,140.67440040968359,51.47714835466312,13.865491216265854,1.6650757621656138e+18,103195.0,140.691084913,51.4771482745,13.8654909765,1.6650757554686835e+18
W005643_20221006_171125,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,122338.0,140.63049685489386,51.477946215190585,13.863758432204053,1.665076287274369e+18,122636.0,140.629550351,51.4779469937,13.8637592735,1.6650762956830484e+18,124065.0,140.56874730810523,51.478308468984594,13.864125363399832,1.6650763358143288e+18,123828.0,140.572523163,51.4783084796,13.8641254348,1.6650763281718577e+18
W005643_20221006_171459,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,130040.0,140.92706293798983,51.478007477953426,13.864184765063182,1.665076501344338e+18,130426.0,140.920651511,51.4780081609,13.8641853105,1.6650765114655124e+18,132238.0,140.88977262191474,51.47834652752137,13.864262952372643,1.665076562210526e+18,132058.0,140.88658513873816,51.47834655937918,13.86426292821372,1.665076557664363e+18
W005643_20221006_171937,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,140014.0,140.62034548260272,51.47806084531464,13.863682648312752,1.665076778285162e+18,140272.0,140.617917673,51.4780614759,13.8636834447,1.665076784960693e+18,142066.0,140.52317584585398,51.47834899329708,13.864150520511924,1.6650768354750559e+18,141761.0,140.504053166,51.4783486163,13.8641482087,1.665076826320261e+18
W005643_20221006_174717,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,199773.0,140.15837835520506,51.478051160311864,13.857220866477766,1.665078438135093e+18,200710.0,140.1526414398104,51.47805120108929,13.857220977593437,1.665078463936054e+18,203590.0,140.21826742496341,51.47776171204215,13.856929483165134,1.6650785444451139e+18,203554.0,140.21709997486323,51.47776172371727,13.856929494361115,1.665078543105536e+18
W005643_20221006_175408,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,214606.0,140.1177700655535,51.478048256785904,13.857215939252072,1.665078850472434e+18,214965.0,140.12901637423784,51.478048293495725,13.85721600912057,1.665078860521763e+18,217486.0,140.22353346832097,51.477764202768235,13.85693110062606,1.665078930145548e+18,217449.0,140.2250590287149,51.47776420303052,13.856931116753564,1.665078928945143e+18
W005643_20221006_180405,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,236062.0,139.93020477704704,51.477541206527206,13.857367786025282,1.665079446279615e+18,236745.0,139.92265460081398,51.477541240383935,13.857367875094672,1.665079465139634e+18,239913.0,140.1788117410615,51.47776018781649,13.85692667079662,1.665079553349671e+18,239841.0,140.17688718251884,51.47776022186852,13.856926588491307,1.665079551669736e+18
W005643_20221006_181636,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,10375.0,139.65732648782432,51.47754208141642,13.857370555492569,1.665080197320789e+18,10483.0,139.65593495219946,51.47754209865594,13.85737057716443,1.665080200013684e+18,13255.0,140.2184943780303,51.47775316192667,13.856926516577637,1.665080277220757e+18,13184.0,140.22164752706885,51.4777531533252,13.856926443720203,1.665080275052335e+18
W005643_20221007_071909,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,25908.0,140.62065702863038,51.47794601421272,13.863759824239926,1.665127150754682e+18,26448.0,140.62960819061846,51.4779459406221,13.863759794413841,1.665127165974823e+18,29832.0,140.57776438631117,51.47830695968875,13.864123671370864,1.665127259844692e+18,29724.0,140.57711531687528,51.478306924487,13.86412369728947,1.665127256884764e+18
W005643_20221007_072355,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,36204.0,140.64093954395503,51.47794615955617,13.8637578874402,1.665127436694742e+18,36239.0,140.64077900443226,51.47794615818297,13.863757885539393,1.665127438455152e+18,37967.0,140.58098151069134,51.478306682810896,13.864123799340621,1.665127485608408e+18,37896.0,140.58165481407195,51.47830666351464,13.8641238055806,1.665127483714862e+18
W005643_20221007_072621,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,41460.0,140.60781894624233,51.477946655960636,13.863759371693888,1.665127582824728e+18,41712.0,140.60743349045515,51.4779466467464,13.863759360021312,1.665127589644744e+18,43548.0,140.5310524776578,51.47830926944581,13.864125956439501,1.665127641154687e+18,43476.0,140.5300637651235,51.47830927592107,13.864125973281476,1.665127639164762e+18
W005643_20221007_072940,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,48623.0,140.56311108265072,51.477948318028936,13.863755206514872,1.665127781804704e+18,49379.0,140.56277183443308,51.4779482928237,13.863755258371112,1.665127802954738e+18,51071.0,140.53229261003435,51.478311356937354,13.864124998867052,1.665127850397435e+18,50997.0,140.53093110583723,51.47831135323058,13.864124989109483,1.665127847554863e+18
W005643_20221007_073257,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,55823.0,140.59921835456043,51.477947307300745,13.863754147362222,1.6651279820447322e+18,55895.0,140.59871660079807,51.47794731210315,13.86375413136497,1.665127984477213e+18,57768.0,140.50738044455647,51.47830971229468,13.864123303427062,1.665128035595723e+18,57695.0,140.50614412501454,51.478309725693364,13.864123267689706,1.665128033704802e+18
W005643_20221007_073527,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,61079.0,140.70083283726126,51.47794744399252,13.863754169832674,1.665128127674701e+18,61440.0,140.69552530627698,51.477947407091236,13.863754177833473,1.665128138164703e+18,63095.0,140.61415981128812,51.47831005672227,13.864122944534898,1.6651281835671311e+18,63022.0,140.61453114356846,51.478310054647075,13.864122954543127,1.665128181914753e+18
W005643_20221007_073834,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,67847.0,140.675243223086,51.47806150561572,13.86368270515435,1.6651283157947272e+18,67918.0,140.6730390181765,51.47806150908115,13.86368274005784,1.665128318174749e+18,71267.0,140.60948159266263,51.47834836924997,13.86415049830649,1.665128411405976e+18,71086.0,140.63471531961113,51.47834835656117,13.8641518331457,1.665128406034796e+18
W005643_20221007_074141,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,74578.0,140.57335567008704,51.47806179207278,13.86368243500231,1.665128502734671e+18,75623.0,140.57256092038006,51.47806188317708,13.86368254328244,1.6651285317547492e+18,78143.0,140.5037932144478,51.47834855846631,13.864152146260041,1.6651286024054118e+18,78106.0,140.5029490608722,51.47834854181554,13.864152142481048,1.665128600475693e+18
W005643_20221007_074530,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,82822.0,140.42142473254353,51.478060817337656,13.863683988557431,1.665128731674657e+18,83183.0,140.4169081877917,51.478060639992655,13.863684079403345,1.665128742414796e+18,85306.0,140.33637038618326,51.47834818108967,13.864151064088706,1.665128800964758e+18,85234.0,140.3322812076658,51.47834818034085,13.864151078452219,1.665128798675236e+18
W005643_20221007_074828,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,89230.0,140.3933163434267,51.47806061178086,13.8636850929547,1.665128909664764e+18,89805.0,140.41612842306495,51.47806052591149,13.863684847054436,1.665128926024731e+18,91678.0,140.34990274347365,51.47834602662077,13.864151540990331,1.665128978295328e+18,91642.0,140.34678704105318,51.47834601002318,13.864151552745836,1.665128976545939e+18
W005643_20221007_075209,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,97186.0,140.3772084545344,51.47805919838809,13.863683910058379,1.6651291308047631e+18,97438.0,140.37529833707958,51.47805920793441,13.863683872488153,1.665129138004786e+18,99201.0,140.2957377191633,51.478346043977545,13.864153068915797,1.665129187405758e+18,99130.0,140.29653685167432,51.47834601908435,13.864153121454336,1.6651291851947328e+18
W005643_20221007_075506,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,103558.0,140.38533890619874,51.478060490194906,13.863685703896245,1.665129307694705e+18,103990.0,140.37452804856002,51.47806041545808,13.86368579021532,1.6651293199947988e+18,105646.0,140.3622409021482,51.47834664801358,13.864154333082947,1.6651293661946808e+18,105574.0,140.36385613679886,51.47834660346844,13.86415435566475,1.6651293640547471e+18
W005643_20221007_080302,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,120694.0,140.65957436338067,51.478008530725944,13.864183714480703,1.665129783724756e+18,121593.0,140.65494077652693,51.4780085340221,13.864183585143435,1.665129808726065e+18,123394.0,140.90052866749465,51.47834564153584,13.864261371307228,1.665129858674718e+18,123286.0,140.90472715627402,51.47834568499641,13.864261370912336,1.665129856365526e+18
W005643_20221007_081130,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,6826.0,141.10494490154088,51.47800755212306,13.86418258940299,1.665130292311625e+18,7078.0,141.1739909891039,51.47800748586082,13.864182170045138,1.6651302986717688e+18,8661.0,141.44089410454035,51.47834713212269,13.864260256286732,1.665130343292792e+18,8590.0,141.4376948447898,51.478347150381914,13.864260238744562,1.66513034070165e+18
W005643_20221007_081332,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,11181.0,141.4632998071611,51.47800789678671,13.864183802045867,1.665130413381753e+18,11433.0,141.47908445913345,51.47800786724791,13.864183944263036,1.66513042036173e+18,13017.0,141.49432949814945,51.478346382191646,13.864260246849437,1.665130464451607e+18,12945.0,141.48880017362535,51.478346401292214,13.864260302387498,1.665130462441538e+18
W005643_20221007_081635,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,17770.0,141.72376345656812,51.47800938044245,13.864181482050778,1.6651305963215762e+18,18021.0,141.72643718961626,51.478009368753305,13.864181492587205,1.6651306031816271e+18,19642.0,141.69131732545793,51.478344626373385,13.864263759067589,1.6651306477215928e+18,19569.0,141.68679178971797,51.47834463924812,13.86426376554671,1.66513064593208e+18
W005643_20221007_081818,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,21513.0,141.7779263611883,51.47800911612923,13.864180530986802,1.665130700371579e+18,22413.0,141.7775728609413,51.47800926266838,13.864180576448774,1.665130725431627e+18,24069.0,141.67321626562625,51.47834410738478,13.864258451090732,1.665130770902734e+18,23925.0,141.67277818731964,51.4783440844813,13.864258453888555,1.665130767431647e+18
W005643_20221007_082052,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_24_VDC,27057.0,141.65514137316495,51.4780091586085,13.86418097808098,1.665130854321645e+18,27958.0,141.65391981136054,51.478009275561384,13.864181193461798,1.6651308789916849e+18,29468.0,141.5422692997381,51.47834523839309,13.864259809531996,1.665130920881665e+18,29397.0,141.5500202300027,51.47834522807967,13.86425978411233,1.665130918711616e+18
W005643_20221007_083535,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,58809.0,140.6240772427991,51.47749320291506,13.865566433009544,1.665131736308523e+18,59601.0,140.62433330900967,51.47749320485776,13.865566412152125,1.6651317575785748e+18,61473.0,140.61387084424496,51.47714733261718,13.865491356024307,1.665131810200001e+18,61329.0,140.61838725116104,51.47714723714297,13.865491251601549,1.6651318057285942e+18
W005643_20221007_083951,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,68024.0,140.60572571493685,51.47749452973185,13.865563425269322,1.665131992404459e+18,68312.0,140.60428828094155,51.47749452778064,13.865563428782567,1.6651319997585992e+18,70257.0,140.60810652561486,51.47714653336374,13.865487394657467,1.665132053848602e+18,70148.0,140.61137200985104,51.4771465289555,13.865487442522086,1.665132050988626e+18
W005643_20221007_084444,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,78573.0,140.69836734700948,51.476876879987856,13.865805890730464,1.665132285418533e+18,79257.0,140.69715712685138,51.47687688927175,13.865805920173408,1.665132303518524e+18,81632.0,140.11248617433012,51.477073516157745,13.86543725185319,1.665132369618548e+18,81524.0,140.1080399490893,51.47707351353616,13.865437264812558,1.665132366998593e+18
W005643_20221007_084719,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,84369.0,140.39823718741536,51.476879411743724,13.86580851103912,1.6651324456128138e+18,84693.0,140.42727387789637,51.476879352514246,13.86580843719865,1.665132455155919e+18,86888.0,140.35057971719652,51.47707459390563,13.865432865964745,1.665132516053066e+18,86815.0,140.34806969761848,51.47707453629658,13.865432843254789,1.665132513913156e+18
W005643_20221007_085124,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,92971.0,140.4532924797386,51.477333603951266,13.865137989107284,1.665132685293405e+18,93476.0,140.46183620393276,51.47733365016097,13.865138015547217,1.665132698512815e+18,95132.0,140.6529082590714,51.477045588394695,13.865405252272922,1.665132745432683e+18,95025.0,140.64375792257488,51.47704559597364,13.865405275555021,1.665132741955092e+18
W005643_20221007_085414,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_23_VDC,99092.0,140.47916189581156,51.47733552559499,13.865138754529935,1.665132855392721e+18,100101.0,140.47692487109452,51.47733551425185,13.865138688536435,1.665132882632681e+18,101900.0,140.66031280811876,51.47704515477489,13.865408386818343,1.665132932792953e+18,101827.0,140.65364298410714,51.47704524100978,13.865408505450423,1.665132930622779e+18
W005643_20221010_072844,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,55501.0,141.60342159774154,51.47825482183664,13.854939189449473,1.665386925373933e+18,56402.0,141.6171854371205,51.47825492104225,13.854939336832713,1.665386950015088e+18,59568.0,141.66662216186523,51.47816100309394,13.854475449154117,1.665387037734008e+18,59460.0,141.6661439454183,51.4781610419902,13.854475453461806,1.665387035563903e+18
W005643_20221010_073844,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,77100.0,141.61133002489805,51.47827487307434,13.854941135772558,1.665387525543914e+18,77100.0,141.61133002489805,51.47827487307434,13.854941135772558,1.665387525543914e+18,81457.0,141.58213046006858,51.47816054590806,13.854476523576368,1.665387646473881e+18,81385.0,141.58378251921386,51.478160530592426,13.854476524963218,1.665387643984168e+18
W005643_20221010_075127,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,104604.0,140.10875137522817,51.47805047326043,13.85722088407464,1.6653882893885181e+18,104604.0,140.10875137522817,51.47805047326043,13.85722088407464,1.6653882893885181e+18,109572.0,140.281304679811,51.47776244188447,13.856929143409117,1.6653884266984712e+18,109464.0,140.27946720737964,51.47776240175046,13.856929056933124,1.665388424118881e+18
